0.2387	0.35294117647059	-0.2603 0.9505
0.2387	0.35794117647059	-0.3493 0.9233
0.2387	0.36294117647059	-0.4379 0.8868
0.2387	0.36794117647059	-0.5252 0.8403
0.2387	0.37294117647059	-0.6103 0.7834
0.2387	0.37794117647059	-0.6918 0.7153
0.2387	0.38294117647059	-0.7680 0.6357
0.2387	0.38794117647059	-0.8372 0.5442
0.2387	0.39294117647059	-0.8972 0.4408
0.2387	0.39794117647059	-0.9453 0.3261
0.2387	0.40294117647059	-0.9791 0.2008
0.2387	0.40794117647059	-0.9957 0.0667
0.2387	0.41294117647059	-0.9924 -0.0739
0.2387	0.41794117647059	-0.9669 -0.2178
0.2387	0.42294117647059	-0.9174 -0.3610
0.2387	0.42794117647059	-0.8430 -0.4991
0.2387	0.43294117647059	-0.7435 -0.6273
0.2387	0.43794117647059	-0.6200 -0.7409
0.2387	0.44294117647059	-0.4741 -0.8351
0.2387	0.44794117647059	-0.3077 -0.9056
0.2387	0.45294117647059	-0.1227 -0.9478
0.2387	0.45794117647059	0.0792 -0.9561
0.2387	0.46294117647059	0.2971 -0.9217
0.2387	0.46794117647059	0.5293 -0.8280
0.2387	0.47294117647059	0.7677 -0.6376
0.2387	0.47794117647059	0.9498 -0.2495
0.2387	0.48294117647059	0.5421 0.3630
0.2387	0.48794117647059	0.0930 -0.3425
0.2387	0.49294117647059	0.6116 -0.4521
0.2387	0.49794117647059	0.8657 -0.2099
0.2387	0.50294117647059	0.9467 0.0698
0.2387	0.50794117647059	0.9214 0.3306
0.2387	0.51294117647059	0.8259 0.5521
0.2387	0.51794117647059	0.6860 0.7264
0.2387	0.52294117647059	0.5217 0.8529
0.2387	0.52794117647059	0.3474 0.9356
0.2387	0.53294117647059	0.1726 0.9801
0.2387	0.53794117647059	0.0034 0.9924
0.2387	0.54294117647059	-0.1568 0.9778
0.2387	0.54794117647059	-0.3063 0.9404
0.2387	0.55294117647059	-0.4449 0.8831
0.2387	0.55794117647059	-0.5741 0.8067
0.2387	0.56294117647059	-0.7043 0.7018
0.2387	0.56794117647059	0.0583 0.3811
0.2387	0.57294117647059	-0.7869 0.5801
0.2387	0.57794117647059	-0.8748 0.4521
0.2387	0.58294117647059	-0.9320 0.3274
0.2387	0.58794117647059	-0.9696 0.2000
0.2387	0.59294117647059	-0.9892 0.0690
0.2387	0.59794117647059	-0.9905 -0.0652
