0.17649087	0.35294117647059	0.3215 0.9412
0.17649087	0.35794117647059	0.2572 0.9607
0.17649087	0.36294117647059	0.1912 0.9759
0.17649087	0.36794117647059	0.1240 0.9867
0.17649087	0.37294117647059	0.0557 0.9930
0.17649087	0.37794117647059	-0.0134 0.9946
0.17649087	0.38294117647059	-0.0830 0.9914
0.17649087	0.38794117647059	-0.1528 0.9834
0.17649087	0.39294117647059	-0.2225 0.9703
0.17649087	0.39794117647059	-0.2919 0.9521
0.17649087	0.40294117647059	-0.3605 0.9287
0.17649087	0.40794117647059	-0.4280 0.9001
0.17649087	0.41294117647059	-0.4940 0.8661
0.17649087	0.41794117647059	-0.5581 0.8268
0.17649087	0.42294117647059	-0.6199 0.7822
0.17649087	0.42794117647059	-0.6789 0.7321
0.17649087	0.43294117647059	-0.7347 0.6768
0.17649087	0.43794117647059	-0.7867 0.6161
0.17649087	0.44294117647059	-0.8345 0.5503
0.17649087	0.44794117647059	-0.8773 0.4795
0.17649087	0.45294117647059	-0.9148 0.4039
0.17649087	0.45794117647059	-0.9461 0.3237
0.17649087	0.46294117647059	-0.9708 0.2394
0.17649087	0.46794117647059	-0.9880 0.1512
0.17649087	0.47294117647059	-0.9973 0.0597
0.17649087	0.47794117647059	-0.9977 -0.0346
0.17649087	0.48294117647059	-0.9888 -0.1308
0.17649087	0.48794117647059	-0.9697 -0.2283
0.17649087	0.49294117647059	-0.9399 -0.3260
0.17649087	0.49794117647059	-0.8986 -0.4228
0.17649087	0.50294117647059	-0.8454 -0.5174
0.17649087	0.50794117647059	-0.7797 -0.6084
0.17649087	0.51294117647059	-0.7012 -0.6941
0.17649087	0.51794117647059	-0.6097 -0.7725
0.17649087	0.52294117647059	-0.5050 -0.8417
0.17649087	0.52794117647059	-0.3875 -0.8992
0.17649087	0.53294117647059	-0.2575 -0.9423
0.17649087	0.53794117647059	-0.1160 -0.9680
0.17649087	0.54294117647059	0.0357 -0.9731
0.17649087	0.54794117647059	0.1954 -0.9536
0.17649087	0.55294117647059	0.3605 -0.9053
0.17649087	0.55794117647059	0.5272 -0.8229
0.17649087	0.56294117647059	0.6908 -0.6988
0.17649087	0.56794117647059	0.8454 -0.5173
0.17649087	0.57294117647059	0.9759 -0.2182
0.17649087	0.57794117647059	0.3631 0.4696
0.17649087	0.58294117647059	0.7912 -0.3106
0.17649087	0.58794117647059	0.9375 0.0325
0.17649087	0.59294117647059	0.9117 0.3129
0.17649087	0.59794117647059	0.8056 0.5529
